"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/17/2023","AQS","420070005","1","0.3","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/18/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/19/2023","AQS","420070005","1","0.4","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/20/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/21/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/22/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/23/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/24/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/25/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/26/2023","AQS","420070005","1","0.2","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/27/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"02/28/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/01/2023","AQS","420070005","1","0.3","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/02/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/03/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/04/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/05/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/06/2023","AQS","420070005","1","0","ppb","0","Brighton Township","21","88.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/07/2023","AQS","420070005","1","0","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/08/2023","AQS","420070005","1","0.3","ppb","0","Brighton Township","19","79.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/09/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/10/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/11/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/12/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/13/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/14/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/15/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/16/2023","AQS","420070005","1","3.5","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/17/2023","AQS","420070005","1","2.5","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/18/2023","AQS","420070005","1","2.1","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/19/2023","AQS","420070005","1","2.9","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/20/2023","AQS","420070005","1","3.5","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/22/2023","AQS","420070005","1","3.1","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/23/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/24/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/26/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","18","75.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/27/2023","AQS","420070005","1","1.2","ppb","1","Brighton Township","22","92.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/28/2023","AQS","420070005","1","0.4","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/29/2023","AQS","420070005","1","1.2","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/30/2023","AQS","420070005","1","1.2","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"03/31/2023","AQS","420070005","1","2.3","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/01/2023","AQS","420070005","1","1.1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/02/2023","AQS","420070005","1","1.6","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/03/2023","AQS","420070005","1","2.9","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/04/2023","AQS","420070005","1","3.3","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/05/2023","AQS","420070005","1","1.9","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/06/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/07/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/08/2023","AQS","420070005","1","0.4","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/09/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/10/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","22","92.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/11/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/12/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/13/2023","AQS","420070005","1","1.1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/14/2023","AQS","420070005","1","3","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/15/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/16/2023","AQS","420070005","1","1.8","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/17/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/18/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/19/2023","AQS","420070005","1","1.2","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/20/2023","AQS","420070005","1","4.4","ppb","6","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/21/2023","AQS","420070005","1","3.6","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/22/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/23/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/24/2023","AQS","420070005","1","0.3","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/25/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","22","92.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/26/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/27/2023","AQS","420070005","1","1.4","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/28/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/29/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"04/30/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/01/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/02/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/03/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/04/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/05/2023","AQS","420070005","1","0.5","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/06/2023","AQS","420070005","1","1.1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/07/2023","AQS","420070005","1","2.7","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/08/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/09/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/10/2023","AQS","420070005","1","2.6","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/11/2023","AQS","420070005","1","1.3","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/12/2023","AQS","420070005","1","1.6","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/13/2023","AQS","420070005","1","2.7","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/14/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/15/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","22","92.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/16/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/17/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/18/2023","AQS","420070005","1","1.2","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/19/2023","AQS","420070005","1","1.1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/20/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/21/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/22/2023","AQS","420070005","1","0.7","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/23/2023","AQS","420070005","1","2","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/24/2023","AQS","420070005","1","1.5","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/25/2023","AQS","420070005","1","0.6","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/26/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/27/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/28/2023","AQS","420070005","1","2","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/29/2023","AQS","420070005","1","1.3","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/30/2023","AQS","420070005","1","1.7","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"05/31/2023","AQS","420070005","1","3.5","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/01/2023","AQS","420070005","1","2.8","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/02/2023","AQS","420070005","1","1.8","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/03/2023","AQS","420070005","1","1.5","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/04/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/05/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/06/2023","AQS","420070005","1","1.6","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/07/2023","AQS","420070005","1","1.2","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/08/2023","AQS","420070005","1","1.3","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/09/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/10/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/11/2023","AQS","420070005","1","1.4","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/12/2023","AQS","420070005","1","0.8","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/13/2023","AQS","420070005","1","1.6","ppb","1","Brighton Township","21","88.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/14/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/17/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/18/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/19/2023","AQS","420070005","1","2.6","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/20/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/21/2023","AQS","420070005","1","1.2","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/22/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/23/2023","AQS","420070005","1","0.9","ppb","0","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/24/2023","AQS","420070005","1","1","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/25/2023","AQS","420070005","1","3.1","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/26/2023","AQS","420070005","1","1.8","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/27/2023","AQS","420070005","1","1.3","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/28/2023","AQS","420070005","1","1.1","ppb","1","Brighton Township","21","88.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/29/2023","AQS","420070005","1","1.6","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"06/30/2023","AQS","420070005","1","1.9","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/01/2023","AQS","420070005","1","1.6","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/02/2023","AQS","420070005","1","1.3","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/03/2023","AQS","420070005","1","1.6","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/04/2023","AQS","420070005","1","2.4","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/05/2023","AQS","420070005","1","4.4","ppb","6","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/06/2023","AQS","420070005","1","7.3","ppb","10","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/07/2023","AQS","420070005","1","1.9","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/08/2023","AQS","420070005","1","3","ppb","4","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/09/2023","AQS","420070005","1","1.9","ppb","1","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/10/2023","AQS","420070005","1","2.1","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
"07/14/2023","AQS","420070005","1","2.4","ppb","3","Brighton Township","23","96.0000","42401","Sulfur dioxide","38300","Pittsburgh, PA","42","Pennsylvania","007","Beaver","40.684722","-80.359722"
